Cate,Name,Stat,Nd,Vd,Formula,A0,A1,A2,A3,A4,A5,0.54607,n_e,V_e,0.47999,n_F',0.64385,n_C',0.48613,n_F,0.65627,n_C,,,,,,,,,,,,,,
CDGM,H-ZK10,Stan,1.622094,56.726025,Schott,2.58E+00,-8.73E-03,1.76E-02,-3.08E-04,8.88E-05,-4.74E-06,,1.624707,56.447,,1.6303660,,1.6192989,,1.629737556,,1.618770744,,,,,,,,,,,,,,
SUMITA,SSK2,Stan,1.622299,53.144284,Schott,2.58E+00,-9.34E-03,1.67E-02,3.57E-04,-4.73E-06,8.45E-07,,1.625087,52.850,,1.6311595,,1.6193319,,1.63048355,,1.618773759,,,,,,,,,,,,,,
CORNING,C23-53,Obso,1.622502,53.14721,Schott,2.58E+00,-9.53E-03,1.78E-02,-1.75E-05,4.69E-05,-1.67E-06,,1.625291,52.872,,1.6313535,,1.6195269,,1.63067864,,1.618965664,,,,,,,,,,,,,,
HOYA,MP-PCD4-40,Pref,1.619208,63.854833,Schott,2.58E+00,-9.75E-03,1.36E-02,3.63E-04,-2.12E-05,1.15E-06,,1.621522,63.556,,1.6265061,,1.6167270,,1.625954808,,1.616257537,,,,,,,,,,,,,,
HOYA,MC-PCD4-40,Pref,1.619208,63.854833,Schott,2.58E+00,-9.75E-03,1.36E-02,3.63E-04,-2.12E-05,1.15E-06,,1.621522,63.556,,1.6265061,,1.6167270,,1.625954808,,1.616257537,,,,,,,,,,,,,,
SUMITA,K-BAF8,Stan,1.623732,47.062806,Schott,2.58E+00,-1.13E-02,1.88E-02,2.71E-04,2.15E-05,7.78E-07,,1.626880,46.789,,1.6337869,,1.6203890,,1.633013663,,1.619760279,,,,,,,,,,,,,,
OHARA,BAM8,Obso,1.62374,47.09722,Schott,2.58E+00,-9.80E-03,1.80E-02,6.26E-04,-3.04E-05,3.06E-06,,1.626889,46.807,,1.6338022,,1.6204093,,1.633028934,,1.619785049,,,,,,,,,,,,,,
CORNING,C20-60,Stan,1.620406,60.332956,Schott,2.58E+00,-9.89E-03,1.61E-02,-1.64E-04,5.48E-05,-2.64E-06,,1.622858,60.082,,1.6281351,,1.6177682,,1.627551032,,1.617267843,,,,,,,,,,,,,,
SUMITA,BAF8,Stan,1.623743,47.094853,Schott,2.58E+00,-9.32E-03,1.83E-02,5.27E-04,-1.41E-05,2.15E-06,,1.626891,46.798,,1.6338106,,1.6204149,,1.633036166,,1.619791558,,,,,,,,,,,,,,
HOYA,ATC1,Obso,1.62,62.19284,Schott,2.58E+00,-7.89E-03,1.50E-02,1.49E-04,4.64E-06,2.16E-07,,1.622378,61.879,,1.6275139,,1.6174559,,1.626944845,,1.616975706,,,,,,,,,,,,,,
HOYA,ADC1,Obso,1.62,62.192825,Schott,2.58E+00,-7.89E-03,1.50E-02,1.49E-04,4.64E-06,2.16E-07,,1.622378,61.879,,1.6275139,,1.6174559,,1.62694485,,1.616975709,,,,,,,,,,,,,,
HOYA,M-PCD4,Pref,1.618806,63.855363,Schott,2.58E+00,-9.95E-03,1.33E-02,4.55E-04,-3.33E-05,1.73E-06,,1.621118,63.554,,1.6261001,,1.6163270,,1.625549027,,1.61585814,,,,,,,,,,,,,,
CDGM,H-ZK9B,Pref,1.620412,60.373876,Schott,2.58E+00,-9.59E-03,1.72E-02,-5.08E-04,1.01E-04,-4.80E-06,,1.622862,60.135,,1.6281293,,1.6177716,,1.627546086,,1.617269766,,,,,,,,,,,,,,
SUMITA,PSKN2,Stan,1.618,63.36439,Schott,2.58E+00,-1.15E-02,1.27E-02,5.82E-04,-4.42E-05,2.10E-06,,1.620326,63.073,,1.6253389,,1.6155038,,1.624784339,,1.615031081,,,,,,,,,,,,,,
NHG,H-PK62,Obso,1.617998,63.416656,Schott,2.58E+00,-1.12E-02,1.28E-02,5.67E-04,-4.53E-05,2.19E-06,,1.620323,63.132,,1.6253279,,1.6155022,,1.624774627,,1.615029439,,,,,,,,,,,,,,
HIKARI,E-BAF8,Obso,1.62374,47.044346,Schott,2.58E+00,-8.27E-03,1.93E-02,2.87E-04,1.54E-05,4.64E-07,,1.626893,46.759,,1.6338104,,1.6204035,,1.633037085,,1.61977832,,,,,,,,,,,,,,
NIKON-HIKARI,E-BAF8,Obso,1.62374,47.044346,Schott,2.58E+00,-8.27E-03,1.93E-02,2.87E-04,1.54E-05,4.64E-07,,1.626893,46.759,,1.6338104,,1.6204035,,1.633037085,,1.61977832,,,,,,,,,,,,,,
HOYA,PCD4,Pref,1.617998,63.395857,Schott,2.58E+00,-1.10E-02,1.27E-02,6.64E-04,-6.48E-05,3.48E-06,,1.620325,63.113,,1.6253298,,1.6155010,,1.624776724,,1.61502834,,,,,,,,,,,,,,
HOYA,E-BAF8,Spec,1.62374,47.050739,Schott,2.58E+00,-7.97E-03,1.97E-02,1.39E-04,3.76E-05,-7.46E-07,,1.626892,46.765,,1.6338087,,1.6204036,,1.633035279,,1.619778318,,,,,,,,,,,,,,
NHG,H-PK62A,Stan,1.617996,63.356702,Schott,2.58E+00,-9.52E-03,1.26E-02,8.07E-04,-9.53E-05,5.38E-06,,1.620326,63.065,,1.6253370,,1.6155007,,1.62478384,,1.61502946,,,,,,,,,,,,,,
HOYA,BACED2,Obso,1.6223,53.11226,Schott,2.58E+00,-7.29E-03,1.94E-02,-4.14E-04,9.38E-05,-3.79E-06,,1.625090,52.837,,1.6311531,,1.6193227,,1.630478249,,1.61876138,,,,,,,,,,,,,,
OHARA,BAM21,Obso,1.626059,39.215631,Schott,2.58E+00,-9.42E-03,2.12E-02,8.09E-04,-2.49E-05,3.99E-06,,1.629845,38.940,,1.6382651,,1.6220904,,1.637316136,,1.621351351,,,,,,,,,,,,,,
CDGM,H-ZBAF1,Stan,1.622297,53.199535,Schott,2.58E+00,-7.58E-03,2.02E-02,-8.46E-04,1.78E-04,-9.19E-06,,1.625079,52.906,,1.6311458,,1.6193309,,1.63046899,,1.618771385,,,,,,,,,,,,,,
HOYA,BAFD1,Obso,1.626057,39.085725,Schott,2.58E+00,-8.25E-03,2.04E-02,1.23E-03,-9.78E-05,8.34E-06,,1.629859,38.804,,1.6383134,,1.6220817,,1.637360934,,1.621343125,,,,,,,,,,,,,,
HOYA,PCD5,Obso,1.616998,62.827457,Schott,2.58E+00,-1.21E-02,1.17E-02,9.55E-04,-9.79E-05,4.87E-06,,1.619341,62.535,,1.6243906,,1.6144867,,1.62383234,,1.61401168,,,,,,,,,,,,,,
SUMITA,K-PSKN2,Stan,1.618004,63.389913,Schott,2.58E+00,-1.04E-02,1.42E-02,1.25E-04,1.75E-05,-9.62E-07,,1.620329,63.107,,1.6253350,,1.6155052,,1.624780922,,1.615031533,,,,,,,,,,,,,,
SUMITA,BASF1,Stan,1.626065,39.117189,Schott,2.58E+00,-9.04E-03,2.21E-02,4.80E-04,3.32E-05,5.19E-07,,1.629859,38.836,,1.6383092,,1.6220906,,1.637355678,,1.621350565,,,,,,,,,,,,,,
OHARA,PHM52,Obso,1.617999,63.386441,Schott,2.58E+00,-8.99E-03,1.41E-02,2.50E-04,-3.70E-06,2.52E-07,,1.620325,63.073,,1.6253442,,1.6155092,,1.624788422,,1.615038564,,,,,,,,,,,,,,
CDGM,H-BAF8,Stan,1.626044,39.078919,Schott,2.58E+00,-9.09E-03,2.20E-02,5.98E-04,-4.33E-06,4.04E-06,,1.629842,38.803,,1.6382931,,1.6220613,,1.637339377,,1.621319123,,,,,,,,,,,,,,
HOYA,BAF8,Obso,1.623739,47.054197,Schott,2.58E+00,-6.82E-03,2.11E-02,-2.54E-04,8.82E-05,-2.90E-06,,1.626890,46.767,,1.6338068,,1.6204023,,1.633032634,,1.619776664,,,,,,,,,,,,,,
HIKARI,SSK1,Obso,1.6172,53.959056,Schott,2.58E+00,-1.55E-02,1.14E-02,1.65E-03,-1.73E-04,9.06E-06,,1.619924,53.669,,1.6258505,,1.6142997,,1.625191621,,1.613753141,,,,,,,,,,,,,,
NIKON-HIKARI,SSK1,Obso,1.6172,53.959056,Schott,2.58E+00,-1.55E-02,1.14E-02,1.65E-03,-1.73E-04,9.06E-06,,1.619924,53.669,,1.6258505,,1.6142997,,1.625191621,,1.613753141,,,,,,,,,,,,,,
HIKARI,E-PSK02,Obso,1.618,63.372017,Schott,2.58E+00,-8.17E-03,1.53E-02,-1.17E-04,4.70E-05,-2.26E-06,,1.620325,63.063,,1.6253437,,1.6155071,,1.624787645,,1.615035559,,,,,,,,,,,,,,
NIKON-HIKARI,E-PSK02,Obso,1.618,63.372017,Schott,2.58E+00,-8.17E-03,1.53E-02,-1.17E-04,4.70E-05,-2.26E-06,,1.620325,63.063,,1.6253437,,1.6155071,,1.624787645,,1.615035559,,,,,,,,,,,,,,
HIKARI,BAF8,Obso,1.623741,47.07698,Schott,2.58E+00,-4.96E-03,2.15E-02,-2.53E-04,7.51E-05,-1.82E-06,,1.626893,46.789,,1.6338047,,1.6204065,,1.633031717,,1.619782124,,,,,,,,,,,,,,
NIKON-HIKARI,BAF8,Obso,1.623741,47.07698,Schott,2.58E+00,-4.96E-03,2.15E-02,-2.53E-04,7.51E-05,-1.82E-06,,1.626893,46.789,,1.6338047,,1.6204065,,1.633031717,,1.619782124,,,,,,,,,,,,,,
CDGM,H-ZPK1A,Pref,1.617998,63.405767,Schott,2.58E+00,-7.80E-03,1.52E-02,-2.08E-05,2.29E-05,-8.23E-07,,1.620325,63.124,,1.6253278,,1.6155007,,1.624774898,,1.615028029,,,,,,,,,,,,,,
NHG,H-F13,Stan,1.625879,35.673663,Schott,2.58E+00,-1.10E-02,2.06E-02,1.80E-03,-1.78E-04,1.58E-05,,1.630035,35.409,,1.6393363,,1.6215434,,1.638283212,,1.62073834,,,,,,,,,,,,,,
OHARA,S-PHM51,Spec,1.617001,62.800809,Schott,2.58E+00,-1.06E-02,1.39E-02,2.65E-04,-1.97E-06,1.10E-07,,1.619344,62.513,,1.6243938,,1.6144863,,1.623834705,,1.614009824,,,,,,,,,,,,,,
OHARA,PHM51,Obso,1.617001,62.800809,Schott,2.58E+00,-1.06E-02,1.39E-02,2.65E-04,-1.97E-06,1.10E-07,,1.619344,62.513,,1.6243938,,1.6144863,,1.623834705,,1.614009824,,,,,,,,,,,,,,
HOYA,BACED9,Obso,1.620119,49.823001,Schott,2.58E+00,-1.03E-02,1.64E-02,7.15E-04,-4.75E-05,3.63E-06,,1.623080,49.523,,1.6295623,,1.6169808,,1.628838395,,1.616391758,,,,,,,,,,,,,,
HOYA,F1,Obso,1.62588,35.744525,Schott,2.57E+00,-1.00E-02,2.13E-02,1.55E-03,-1.26E-04,1.05E-05,,1.630032,35.491,,1.6392987,,1.6215467,,1.638252394,,1.620742282,,,,,,,,,,,,,,
OHARA,PBM1,Obso,1.625882,35.700668,Schott,2.57E+00,-1.00E-02,2.17E-02,1.35E-03,-8.39E-05,7.82E-06,,1.630036,35.440,,1.6393261,,1.6215485,,1.638276048,,1.62074438,,,,,,,,,,,,,,
SUMITA,K-SSK9,Stan,1.62012,49.81301,Schott,2.57E+00,-9.35E-03,1.76E-02,3.58E-04,1.16E-06,1.16E-06,,1.623081,49.517,,1.6295618,,1.6169787,,1.628837939,,1.616388792,,,,,,,,,,,,,,
SUMITA,SSK9,Stan,1.620121,49.816766,Schott,2.57E+00,-9.08E-03,1.80E-02,2.37E-04,1.76E-05,3.42E-07,,1.623082,49.522,,1.6295609,,1.6169791,,1.628837156,,1.616388924,,,,,,,,,,,,,,
HOYA,E-F1,Spec,1.62588,35.74059,Schott,2.57E+00,-1.02E-02,2.31E-02,8.71E-04,-3.07E-05,6.95E-06,,1.630025,35.481,,1.6393036,,1.6215467,,1.638252755,,1.620740723,,,,,,,,,,,,,,
HOYA,F7,Obso,1.625363,35.583498,Schott,2.57E+00,-9.76E-03,2.14E-02,1.47E-03,-1.03E-04,8.96E-06,,1.629527,35.320,,1.6388466,,1.6210229,,1.637792976,,1.62021817,,,,,,,,,,,,,,
SUMITA,K-SSK4,Stan,1.617655,55.108252,Schott,2.57E+00,-1.06E-02,1.56E-02,4.06E-04,-1.34E-05,6.44E-07,,1.620327,54.844,,1.6261104,,1.6147997,,1.625469001,,1.614260797,,,,,,,,,,,,,,
HOYA,BACED4,Obso,1.617652,55.15751,Schott,2.57E+00,-9.47E-03,1.58E-02,3.99E-04,-1.59E-05,1.14E-06,,1.620321,54.872,,1.6261108,,1.6148058,,1.625467741,,1.614269606,,,,,,,,,,,,,,
SUMITA,F1,Stan,1.625881,35.647524,Schott,2.57E+00,-8.56E-03,2.38E-02,7.00E-04,7.99E-06,2.98E-06,,1.630041,35.390,,1.6393405,,1.6215379,,1.638289003,,1.620731217,,,,,,,,,,,,,,
LZOS,LZ_TK9,Stan,1.617182,53.314488,Schott,2.57E+00,-9.38E-03,1.28E-02,1.96E-03,-2.93E-04,1.78E-05,,1.619951,53.085,,1.6259074,,1.6142288,,1.625250714,,1.613674295,,,,,,,,,,,,,,
HIKARI,E-SSK8,Obso,1.61772,49.779142,Schott,2.57E+00,-1.20E-02,1.50E-02,1.13E-03,-1.10E-04,7.40E-06,,1.620672,49.484,,1.6271323,,1.6145894,,1.626410944,,1.614001534,,,,,,,,,,,,,,
NIKON-HIKARI,E-SSK8,Obso,1.61772,49.779142,Schott,2.57E+00,-1.20E-02,1.50E-02,1.13E-03,-1.10E-04,7.40E-06,,1.620672,49.484,,1.6271323,,1.6145894,,1.626410944,,1.614001534,,,,,,,,,,,,,,
HIKARI,SSK8,Obso,1.61772,49.779141,Schott,2.57E+00,-1.20E-02,1.50E-02,1.13E-03,-1.10E-04,7.40E-06,,1.620672,49.484,,1.6271322,,1.6145894,,1.626410866,,1.614001458,,,,,,,,,,,,,,
NIKON-HIKARI,SSK8,Obso,1.61772,49.779141,Schott,2.57E+00,-1.20E-02,1.50E-02,1.13E-03,-1.10E-04,7.40E-06,,1.620672,49.484,,1.6271322,,1.6145894,,1.626410866,,1.614001458,,,,,,,,,,,,,,
CDGM,H-F13,Stan,1.625886,35.71379,Schott,2.57E+00,-9.28E-03,2.56E-02,-5.72E-05,1.20E-04,-1.73E-06,,1.630031,35.450,,1.6393236,,1.6215512,,1.63826937,,1.62074402,,,,,,,,,,,,,,
CORNING,C26-36,Stan,1.625903,35.60701,Schott,2.57E+00,-7.99E-03,2.46E-02,4.53E-04,4.37E-05,1.20E-06,,1.630066,35.349,,1.6393789,,1.6215549,,1.638325501,,1.620747129,,,,,,,,,,,,,,
OHARA,BSM24,Obso,1.617646,55.049782,Schott,2.57E+00,-8.65E-03,1.69E-02,7.62E-05,2.61E-05,-7.47E-07,,1.620320,54.768,,1.6261194,,1.6147930,,1.625474929,,1.614254979,,,,,,,,,,,,,,
CDGM,F13,Obso,1.625884,35.713679,Schott,2.57E+00,-7.60E-03,2.50E-02,3.35E-04,5.68E-05,6.07E-07,,1.630036,35.457,,1.6393154,,1.6215467,,1.638265957,,1.620740611,,,,,,,,,,,,,,
HIKARI,E-SSK1,Obso,1.6172,54.0099,Schott,2.57E+00,-1.03E-02,1.62E-02,3.14E-04,-8.91E-08,6.09E-07,,1.619921,53.729,,1.6258341,,1.6142963,,1.625176388,,1.613748683,,,,,,,,,,,,,,
NIKON-HIKARI,E-SSK1,Obso,1.6172,54.0099,Schott,2.57E+00,-1.03E-02,1.62E-02,3.14E-04,-8.91E-08,6.09E-07,,1.619921,53.729,,1.6258341,,1.6142963,,1.625176388,,1.613748683,,,,,,,,,,,,,,
SUMITA,K-SSK1,Stan,1.617203,54.073042,Schott,2.57E+00,-1.00E-02,1.61E-02,3.99E-04,-1.57E-05,1.18E-06,,1.619923,53.805,,1.6258204,,1.6142988,,1.625165672,,1.61375126,,,,,,,,,,,,,,
LZOS,LZ_F4,Stan,1.62435,35.893835,Schott,2.57E+00,-9.21E-03,2.18E-02,1.35E-03,-9.99E-05,9.17E-06,,1.628474,35.637,,1.6376810,,1.6200456,,1.636641307,,1.619246655,,,,,,,,,,,,,,
CORNING,C17-55,Stan,1.617605,55.123455,Schott,2.57E+00,-8.36E-03,1.73E-02,-5.86E-05,4.85E-05,-2.15E-06,,1.620274,54.839,,1.6260665,,1.6147558,,1.62542277,,1.61421857,,,,,,,,,,,,,,
LZOS,LZ_F8,Stan,1.624962,35.616557,Schott,2.57E+00,-8.67E-03,2.34E-02,7.89E-04,-1.95E-06,3.66E-06,,1.629117,35.352,,1.6384226,,1.6206269,,1.63736955,,1.619822317,,,,,,,,,,,,,,
CDGM,F6,Obso,1.624954,35.577816,Schott,2.57E+00,-8.36E-03,2.34E-02,8.29E-04,-1.18E-05,4.10E-06,,1.629117,35.319,,1.6384244,,1.6206118,,1.637371914,,1.619805772,,,,,,,,,,,,,,
NHG,F5,Obso,1.624352,35.926346,Schott,2.57E+00,-9.42E-03,2.27E-02,9.73E-04,-3.29E-05,4.79E-06,,1.628472,35.673,,1.6376656,,1.6200482,,1.636627416,,1.619248451,,,,,,,,,,,,,,
CDGM,F5,Obso,1.624353,35.938411,Schott,2.57E+00,-9.14E-03,2.26E-02,1.00E-03,-3.66E-05,4.93E-06,,1.628472,35.683,,1.6376651,,1.6200525,,1.636626925,,1.619253764,,,,,,,,,,,,,,
SUMITA,SSK4,Stan,1.617651,55.116478,Schott,2.57E+00,-8.07E-03,1.81E-02,-3.54E-04,9.69E-05,-5.00E-06,,1.620319,54.830,,1.6261147,,1.6148013,,1.625470179,,1.614263729,,,,,,,,,,,,,,
OHARA,BSM28,Obso,1.617722,49.83232,Schott,2.57E+00,-1.05E-02,1.66E-02,5.81E-04,-2.36E-05,2.23E-06,,1.620669,49.529,,1.6271282,,1.6145969,,1.626406407,,1.61401021,,,,,,,,,,,,,,
RPO,BSM16C_MOLD,Stan,1.61481,59.71032,Schott,2.57E+00,-1.14E-02,1.39E-02,5.02E-04,-3.59E-05,1.98E-06,,1.617266,59.447,,1.6225581,,1.6121747,,1.621972473,,1.611675775,,,,,,,,,,,,,,
OHARA,BSM21,Obso,1.617196,54.040511,Schott,2.57E+00,-8.66E-03,1.66E-02,2.87E-04,-3.49E-06,8.93E-07,,1.619917,53.754,,1.6258286,,1.6142962,,1.62517151,,1.613750353,,,,,,,,,,,,,,
NHG,H-ZBAF10,Stan,1.617726,49.806812,Schott,2.57E+00,-1.00E-02,1.66E-02,6.51E-04,-4.11E-05,3.35E-06,,1.620677,49.511,,1.6271339,,1.6145977,,1.626413059,,1.614010415,,,,,,,,,,,,,,
SUMITA,SSK1,Stan,1.617199,54.053405,Schott,2.57E+00,-8.58E-03,1.73E-02,2.10E-05,4.01E-05,-1.61E-06,,1.619918,53.766,,1.6258300,,1.6143000,,1.625172339,,1.613753847,,,,,,,,,,,,,,
HOYA,BACED1,Obso,1.617203,53.945664,Schott,2.57E+00,-7.51E-03,1.86E-02,-3.73E-04,9.81E-05,-4.89E-06,,1.619928,53.661,,1.6258498,,1.6142973,,1.625190969,,1.613749592,,,,,,,,,,,,,,
HIKARI,SK9,Obso,1.61405,55.0612,Schott,2.56E+00,-1.34E-02,1.40E-02,7.03E-04,-4.21E-05,2.10E-06,,1.616705,54.785,,1.6224695,,1.6112127,,1.621828748,,1.610676439,,,,,,,,,,,,,,
NIKON-HIKARI,SK9,Obso,1.61405,55.0612,Schott,2.56E+00,-1.34E-02,1.40E-02,7.03E-04,-4.21E-05,2.10E-06,,1.616705,54.785,,1.6224695,,1.6112127,,1.621828748,,1.610676439,,,,,,,,,,,,,,
CDGM,H-ZK20,Stan,1.617203,53.9284,Schott,2.56E+00,-6.64E-03,1.91E-02,-5.21E-04,1.18E-04,-5.72E-06,,1.619928,53.633,,1.6258584,,1.6142997,,1.625197898,,1.613752861,,,,,,,,,,,,,,
NHG,H-ZK7,Stan,1.613094,60.514073,Schott,2.56E+00,-1.20E-02,1.30E-02,7.63E-04,-8.49E-05,4.91E-06,,1.615513,60.278,,1.6207035,,1.6104922,,1.620130562,,1.609998988,,,,,,,,,,,,,,
LZOS,LZ_TK14,Stan,1.613087,60.435759,Schott,2.56E+00,-1.13E-02,1.29E-02,8.12E-04,-9.20E-05,5.31E-06,,1.615509,60.181,,1.6207148,,1.6104872,,1.620139814,,1.609995226,,,,,,,,,,,,,,
HIKARI,E-F1,Obso,1.625882,35.649694,Schott,2.56E+00,-3.15E-03,2.92E-02,-8.71E-04,2.27E-04,-8.61E-06,,1.630041,35.394,,1.6393369,,1.6215360,,1.638285155,,1.620728412,,,,,,,,,,,,,,
NIKON-HIKARI,E-F1,Obso,1.625882,35.649694,Schott,2.56E+00,-3.15E-03,2.92E-02,-8.71E-04,2.27E-04,-8.61E-06,,1.630041,35.394,,1.6393369,,1.6215360,,1.638285155,,1.620728412,,,,,,,,,,,,,,
HIKARI,F1,Obso,1.625882,35.649693,Schott,2.56E+00,-3.15E-03,2.92E-02,-8.71E-04,2.27E-04,-8.61E-06,,1.630040,35.394,,1.6393368,,1.6215359,,1.638285092,,1.620728351,,,,,,,,,,,,,,
NIKON-HIKARI,F1,Obso,1.625882,35.649693,Schott,2.56E+00,-3.15E-03,2.92E-02,-8.71E-04,2.27E-04,-8.61E-06,,1.630040,35.394,,1.6393368,,1.6215359,,1.638285092,,1.620728351,,,,,,,,,,,,,,
CDGM,H-ZK7,Stan,1.613095,60.614383,Schott,2.56E+00,-1.09E-02,1.41E-02,3.79E-04,-2.42E-05,1.42E-06,,1.615508,60.364,,1.6206972,,1.6105006,,1.62012373,,1.610008906,,,,,,,,,,,,,,
CDGM,H-F4,Stan,1.620047,36.34792,Schott,2.56E+00,-1.31E-02,1.81E-02,2.32E-03,-2.65E-04,2.07E-05,,1.624089,36.085,,1.6331179,,1.6158231,,1.632096782,,1.615037821,,,,,,,,,,,,,,
CDGM,H-ZK7A,Stan,1.613091,60.383719,Schott,2.56E+00,-1.12E-02,1.44E-02,2.75E-04,-8.39E-06,6.62E-07,,1.615513,60.140,,1.6207197,,1.6104850,,1.620144038,,1.60999064,,,,,,,,,,,,,,
OHARA,TIM11,Obso,1.620955,35.880852,Schott,2.56E+00,-1.20E-02,2.08E-02,1.43E-03,-1.10E-04,1.15E-05,,1.625051,35.613,,1.6342286,,1.6166776,,1.63318853,,1.615882202,,,,,,,,,,,,,,
OHARA,PBM11,Obso,1.620955,35.880852,Schott,2.56E+00,-1.20E-02,2.08E-02,1.43E-03,-1.10E-04,1.15E-05,,1.625051,35.613,,1.6342286,,1.6166776,,1.63318853,,1.615882202,,,,,,,,,,,,,,
HOYA,F11,Obso,1.620962,35.947308,Schott,2.56E+00,-1.14E-02,2.14E-02,1.25E-03,-9.02E-05,1.07E-05,,1.625051,35.681,,1.6342074,,1.6166898,,1.633169697,,1.615895177,,,,,,,,,,,,,,
OHARA,PBM9,Obso,1.620451,38.119955,Schott,2.56E+00,-9.56E-03,2.15E-02,8.51E-04,-3.35E-05,4.90E-06,,1.624311,37.858,,1.6328961,,1.6164052,,1.631928328,,1.61565178,,,,,,,,,,,,,,
OHARA,BSM6,Obso,1.613749,56.365919,Schott,2.56E+00,-9.37E-03,1.53E-02,4.07E-04,-2.20E-05,1.57E-06,,1.616345,56.080,,1.6219689,,1.6109783,,1.621344774,,1.61045595,,,,,,,,,,,,,,
OHARA,BSM23,Obso,1.614839,51.172377,Schott,2.56E+00,-9.75E-03,1.60E-02,6.68E-04,-4.42E-05,3.10E-06,,1.617699,50.870,,1.6239484,,1.6118058,,1.623251501,,1.61123625,,,,,,,,,,,,,,
SUMITA,SK9,Stan,1.61405,55.102954,Schott,2.56E+00,-9.27E-03,1.57E-02,3.77E-04,-1.45E-05,1.24E-06,,1.616705,54.815,,1.6224692,,1.6112185,,1.621828891,,1.610685036,,,,,,,,,,,,,,
SUMITA,F9,Stan,1.620449,37.971585,Schott,2.56E+00,-9.56E-03,2.18E-02,7.23E-04,-7.72E-06,3.40E-06,,1.624323,37.704,,1.6329508,,1.6163924,,1.631977122,,1.615637017,,,,,,,,,,,,,,
LZOS,LZ_TK16,Stan,1.612682,58.136768,Schott,2.56E+00,-1.00E-02,1.34E-02,9.25E-04,-1.11E-04,6.50E-06,,1.615198,57.869,,1.6206217,,1.6099909,,1.620022134,,1.609483347,,,,,,,,,,,,,,
OHARA,BSM4,Obso,1.612716,58.749129,Schott,2.56E+00,-1.01E-02,1.43E-02,4.75E-04,-3.13E-05,1.74E-06,,1.615203,58.466,,1.6205774,,1.6100549,,1.61998189,,1.609552374,,,,,,,,,,,,,,
HIKARI,E-SK4,Obso,1.612716,58.732984,Schott,2.56E+00,-1.02E-02,1.46E-02,3.65E-04,-1.59E-05,9.99E-07,,1.615204,58.454,,1.6205773,,1.6100528,,1.619981865,,1.609549477,,,,,,,,,,,,,,
NIKON-HIKARI,E-SK4,Obso,1.612716,58.732984,Schott,2.56E+00,-1.02E-02,1.46E-02,3.65E-04,-1.59E-05,9.99E-07,,1.615204,58.454,,1.6205773,,1.6100528,,1.619981865,,1.609549477,,,,,,,,,,,,,,
HOYA,F9,Obso,1.620446,38.090002,Schott,2.56E+00,-9.37E-03,2.23E-02,5.88E-04,5.76E-06,2.96E-06,,1.624308,37.827,,1.6329017,,1.6163975,,1.631932191,,1.615642962,,,,,,,,,,,,,,
SUMITA,K-PSK200,Stan,1.613053,58.983183,Schott,2.56E+00,-8.88E-03,1.51E-02,2.04E-04,7.60E-06,-1.54E-07,,1.615530,58.679,,1.6208959,,1.6104061,,1.620300473,,1.609906623,,,,,,,,,,,,,,
SUMITA,K-SSK3,Stan,1.614835,51.102016,Schott,2.56E+00,-9.91E-03,1.66E-02,5.47E-04,-3.53E-05,2.46E-06,,1.617702,50.841,,1.6239318,,1.6117822,,1.623239352,,1.611207644,,,,,,,,,,,,,,
HOYA,BACD6,Obso,1.613753,56.377856,Schott,2.56E+00,-8.79E-03,1.60E-02,2.00E-04,7.05E-06,-1.00E-07,,1.616349,56.100,,1.6219673,,1.6109806,,1.621344112,,1.610457518,,,,,,,,,,,,,,
SUMITA,SSK3,Stan,1.614839,51.108004,Schott,2.56E+00,-9.20E-03,1.67E-02,4.50E-04,-1.41E-05,1.51E-06,,1.617703,50.811,,1.6239569,,1.6118000,,1.623259512,,1.611229128,,,,,,,,,,,,,,
HOYA,BACED3,Obso,1.614838,51.1513,Schott,2.56E+00,-8.80E-03,1.66E-02,5.36E-04,-3.03E-05,2.45E-06,,1.617700,50.853,,1.6239480,,1.6118014,,1.623251627,,1.611231458,,,,,,,,,,,,,,
SUMITA,K-SK4,Stan,1.612716,58.555157,Schott,2.56E+00,-9.81E-03,1.48E-02,3.19E-04,-1.02E-05,6.65E-07,,1.615211,58.278,,1.6206012,,1.6100447,,1.620004028,,1.609539958,,,,,,,,,,,,,,
HOYA,BACD4,Spec,1.612718,58.578159,Schott,2.56E+00,-9.75E-03,1.51E-02,2.33E-04,1.11E-06,1.64E-07,,1.615212,58.305,,1.6205978,,1.6100461,,1.62000106,,1.609541069,,,,,,,,,,,,,,
NHG,H-ZK6,Stan,1.612718,58.578158,Schott,2.56E+00,-9.75E-03,1.51E-02,2.33E-04,1.11E-06,1.64E-07,,1.615212,58.305,,1.6205978,,1.6100461,,1.62000106,,1.609541069,,,,,,,,,,,,,,
CDGM,H-ZK6,Stan,1.612719,58.604851,Schott,2.56E+00,-9.79E-03,1.54E-02,1.30E-04,1.76E-05,-7.13E-07,,1.615211,58.330,,1.6205952,,1.6100482,,1.619998344,,1.609543103,,,,,,,,,,,,,,
CORNING,C13-56,Stan,1.613498,56.417725,Schott,2.56E+00,-8.72E-03,1.63E-02,8.98E-05,2.37E-05,-9.11E-07,,1.616090,56.137,,1.6217035,,1.6107286,,1.621080458,,1.610206084,,,,,,,,,,,,,,
